time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec) 5, avg_lat(ms) 5,, throughput(req/sec) 6, avg_lat(ms) 6
4470,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4475,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4480,484.2,1060.93,999.23,1016.49,1017.062,1017.703,1025.5,1044.442,1416.058,7139.985,0.001,,,,,,,
4485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4490,455.6,1034.329,999.453,1016.402,1017.021,1017.716,1034.149,1074.774,1242.513,2670.483,0.001,,,,,,,
4495,858,1018.249,998.05,1016.368,1016.98,1017.656,1024.827,1027.056,1084.068,1100.929,0.001,,,,,,,
4500,847.4,1018.475,996.125,1016.375,1016.954,1017.674,1025.517,1033.637,1076.231,1109.87,0.001,,,,,,,
4505,830.6,1018.853,995.462,1016.336,1016.997,1017.597,1025.142,1033.581,1094.214,1133.733,0.001,,,,,,,
4510,837.2,1018.704,999.169,1016.362,1017.028,1017.717,1025.304,1029.665,1084.937,1102.252,0.001,,,,,,,
4515,868.6,1018.024,999.129,1016.348,1016.961,1017.63,1025.184,1026.788,1083.363,1108.653,0.001,,,,,,,
4520,805.6,1019.473,998.235,1016.397,1016.983,1017.754,1025.722,1034.288,1100.336,1167.814,0.001,,,,,,,
4525,878.4,1017.852,999.554,1016.337,1016.84,1017.46,1024.564,1026.129,1083.08,1098.997,0.001,,,,,,,
4530,828,1018.888,992.391,1016.262,1016.874,1017.587,1025.265,1033.33,1091.486,1134.6,0.001,,,,,,,
4535,850.6,1018.406,999.21,1016.218,1016.816,1017.465,1024.528,1033.574,1101.436,1142.956,0.001,,,,,,,
4540,862.4,1018.115,998.71,1016.246,1016.881,1017.52,1023.523,1026.266,1084.562,1100.073,0.001,,,,,,,
4545,168.4,1310.217,999.548,1016.368,1017.012,1017.531,1025.062,1033.049,16398.417,16401.532,0.001,,,,,,,
4550,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4555,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4560,590.8,1097.114,999.406,1016.231,1016.841,1017.529,1025.291,1034.006,1192.336,15409.633,0.001,,,,,,,
4565,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4575,32.2,1070.106,999.719,1022.572,1036.05,1086.445,1152.676,1217.873,1259.338,1259.399,0.001,,,,,,,
4580,24.2,2001.995,999.679,1020.663,1024.941,1056.963,8376.008,8436.757,8438.06,8438.062,0,,,,,,,
4585,62.6,1251.695,999.792,1021.574,1024.537,1057.162,1119.091,5219.17,5246.814,5246.965,0.001,,,,,,,
4590,140.8,1063.287,999.259,1020.481,1022.365,1047.318,1128.529,1256.984,1697.721,1702.202,0.001,,,,,,,
4595,251.2,1120.3,999.644,1019.87,1021.06,1030.957,1112.762,1141.125,6946.002,6978.507,0.001,,,,,,,
4600,10.4,1086.837,1000.623,1053.682,1074.104,1162.16,1171.403,1171.429,1172.475,1172.475,0.001,,,,,,,
4605,177.6,1172.859,999.384,1019.095,1020.603,1022.753,1071.336,1138.88,8620.498,8637.363,0.001,,,,,,,
4610,8.8,1102.695,1000.637,1063.097,1121.328,1129.731,1132.581,1132.751,1142.602,1142.602,0.001,,,,,,,
4615,189,1083.881,999.335,1018.821,1019.878,1020.941,1051.272,1073.789,4487.349,4527.513,0.001,,,,,,,
4620,135.8,1151.478,999.835,1018.654,1020.181,1060.842,1130.091,1329.558,5060.403,5064.03,0.001,,,,,,,
4625,124,1488.942,999.036,1018.313,1019.348,1026.117,1069.218,1135.195,18963.844,18964.963,0.001,,,,,,,
4630,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4635,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4645,247.4,1066.536,999.443,1018.288,1019.406,1026.657,1094.957,1153.796,2885.702,2948.551,0.001,,,,,,,
4650,360,1039.109,999.166,1018.403,1019.297,1027.65,1076.685,1122.492,1437.641,1688.081,0.001,,,,,,,
4655,86.2,1184.109,999.7,1017.76,1018.741,1044.742,1103.382,1111.533,5188.732,5228.481,0.001,,,,,,,
4660,471.2,1035.725,999.223,1017.706,1018.529,1019.567,1036.393,1077.348,1727.088,1839.491,0.001,,,,,,,
4665,160.6,1172.16,999.734,1017.645,1018.771,1024.636,1085.514,1164.306,8051.905,8114.062,0.001,,,,,,,
4670,122.8,1025.787,999.208,1017.575,1018.42,1019.746,1061.331,1080.121,1128.295,1128.633,0.001,,,,,,,
4675,228.8,1234.07,999.125,1017.624,1018.359,1019.143,1060.505,1137.631,13150.467,13853.586,0.001,,,,,,,
4680,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4685,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4690,13.2,1899.007,1000.664,1669.965,2012.878,2130.488,2336.869,2336.936,2338.048,2338.048,0.001,,,,,,,
4695,17.2,1905.037,1000.849,1890.083,1929.628,2038.795,2160.542,2160.815,2161.666,2161.666,0.001,,,,,,,
4700,128,1254.912,999.37,1017.414,1018.19,1019.479,1078.919,1577.873,9511.027,9519.338,0.001,,,,,,,
4705,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4710,424.6,1033.126,999.553,1017.367,1018.043,1018.913,1059.261,1117.684,1303.058,1638.029,0.001,,,,,,,
4715,13.2,5358.65,1000.543,1017.832,1018.271,1028.851,18475.191,19684.854,19685.903,19685.903,0,,,,,,,
4720,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4725,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4730,6.8,2059.016,1000.16,1901.778,1902.972,2668.918,2668.984,2670.04,2670.043,2670.043,0,,,,,,,
4735,20.8,1787.969,1000.683,1711.645,1877.487,1955.849,2045.188,2045.242,2046.143,2046.143,0.001,,,,,,,
4740,20.8,1748.402,1000.203,1706.967,1812.278,1903.895,1926.977,1960.01,1961.12,1961.446,0.001,,,,,,,
4745,18.8,1868.972,1001.536,1836.567,1926.384,1945.57,2061.977,2154.558,2154.659,2154.659,0.001,,,,,,,
4750,20,1820.545,1000.294,1835.918,1927.467,2012.309,2038.049,2044.806,2044.885,2044.885,0.001,,,,,,,
4755,33,1666.183,999.715,1017.527,1018.899,1070.317,1511.977,7132.515,7318.871,7318.871,0.001,,,,,,,
4760,236,1041.722,998.823,1017.199,1018.099,1027.815,1085.02,1119.241,1677.142,1747.335,0.001,,,,,,,
4765,484.4,1065.819,999.693,1017.186,1017.841,1018.792,1034.915,1109.872,1552.893,6685.394,0.001,,,,,,,
4770,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4775,258.8,1081.436,996.247,1016.916,1017.804,1018.724,1058.952,1095.675,5650.92,5703.254,0.001,,,,,,,
4780,263.8,1259.253,999.367,1017.03,1017.787,1018.53,1029.006,1085.136,20373.952,20718.473,0.001,,,,,,,
4785,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4790,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4795,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4800,10,1687.288,1000.486,1807.828,1819.292,1888.948,2027.998,2028.155,2029.039,2029.039,0.001,,,,,,,
4805,17,1876.901,1000.916,1835.004,1927.416,1994.804,2102.466,2152.05,2153.22,2153.22,0.001,,,,,,,
4810,183.2,1137.034,999.742,1016.922,1017.658,1018.513,1059.556,1728.852,5659.918,5729.157,0.001,,,,,,,
4815,139,1041.412,999.408,1016.995,1017.762,1025.519,1116.862,1203.175,1293.792,1294.99,0.001,,,,,,,
4820,423.8,1055.071,999.824,1016.858,1017.532,1018.512,1043.019,1125.726,2011.09,4019.936,0.001,,,,,,,
4825,288.2,1028.987,999.392,1016.762,1017.52,1018.187,1027.179,1074.197,1750.797,1762.633,0.001,,,,,,,
4830,5.4,4922.228,1000.23,1016.884,7492.301,7678.796,7687.247,7687.27,7687.422,7687.422,0,,,,,,,
4835,392.4,1027.161,996.552,1016.859,1017.569,1019.03,1034.421,1068.077,1212.315,1622.821,0.001,,,,,,,
4840,229.2,1233.322,999.542,1016.718,1017.427,1018.174,1026.726,1059.679,16299.891,16359.848,0.001,,,,,,,
4845,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4850,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4855,317.2,1117.64,999.19,1016.8,1017.456,1018.472,1027.291,1075.531,10554.634,10607.717,0.001,,,,,,,
4860,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4865,225.6,1021.71,999.236,1016.604,1017.307,1018.265,1026.723,1063.231,1134.512,1143.819,0.001,,,,,,,
4870,109.4,1539.472,999.4,1016.625,1017.456,1018.194,1026.184,1058.928,18859.325,18859.714,0.001,,,,,,,
4875,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4880,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4885,227.4,1021.687,999.548,1016.789,1017.545,1018.384,1026.944,1058.909,1141.773,1144.007,0.001,,,,,,,
4890,441.4,1096.888,999.425,1016.741,1017.382,1018.254,1026.084,1034.432,1090.873,11824.303,0.001,,,,,,,
4895,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4900,121,1043.56,999.297,1016.697,1017.669,1034.505,1076.412,1140.954,1487.944,1496.701,0.001,,,,,,,
4905,392.4,1039.726,999.557,1017.182,1022.484,1029.286,1076.943,1168.298,1310.574,1382.843,0.001,,,,,,,
4910,590,1026.571,999.433,1019.956,1021.558,1024.092,1055.043,1066.042,1096.581,1147.115,0.001,,,,,,,
4915,650.6,1024.134,999.526,1018.706,1019.842,1021.442,1037.416,1063.221,1100.177,1146.276,0.001,,,,,,,
4920,364.2,1150.065,999.708,1018.185,1019.104,1020.133,1028.813,1058.72,1138.212,15698.365,0.001,,,,,,,
4925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4935,133.2,1317.09,994.62,1018.206,1019.182,1021.07,1069.094,1114.019,13185.753,13196.12,0.001,,,,,,,
4940,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4945,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4950,267,1181.616,999.788,1018.489,1019.685,1060.126,1145.156,1209.761,11810.599,11849.668,0.001,,,,,,,
4955,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4960,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4965,175.6,1348.587,999.703,1017.824,1018.596,1019.504,1035.204,1101.734,18971.644,18977.013,0.001,,,,,,,
4970,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4975,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4980,10.6,1120.657,1000.576,1073.948,1128.357,1168.601,1227.6,1227.746,1228.824,1228.824,0.001,,,,,,,
4985,165.4,1204.072,999.633,1017.57,1018.337,1019.378,1035.349,1061.737,10497.794,10499.268,0.001,,,,,,,
4990,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
4995,205.6,1251.519,999.292,1017.364,1018.192,1019.511,1036.72,1068.824,15674.777,15744.591,0.001,,,,,,,
5000,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5005,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5010,179.8,1056.957,999.61,1017.722,1018.704,1052.088,1204.776,1229.689,1442.76,1514.103,0.001,,,,,,,
5015,423.6,1036.923,999.284,1017.374,1018.153,1019.631,1069.11,1109.029,1473.436,1919.371,0.001,,,,,,,
5020,188,1159.974,999.769,1017.298,1018.077,1025.295,1069.142,1120.662,8743,8788.015,0.001,,,,,,,
5025,88,1020.705,1000.057,1017.122,1017.937,1018.869,1042.926,1052.329,1093.6,1094.804,0.001,,,,,,,
5030,152.8,1107.736,999.528,1017.085,1017.837,1019.115,1036.044,1077.362,5009.073,5053.55,0.001,,,,,,,
5035,360.2,1042.64,999.49,1016.932,1017.74,1018.971,1055.371,1069.76,1194.704,3163.765,0.001,,,,,,,
5040,320,1049.764,999.651,1016.864,1017.652,1018.357,1031.513,1076.447,3716.972,3761.453,0.001,,,,,,,
5045,158.2,1362.566,999.792,1016.99,1017.605,1018.749,1029.479,1051.951,17977,18021.247,0.001,,,,,,,
5050,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5055,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5060,261.8,1024.58,999.782,1016.909,1017.513,1018.586,1036.285,1075.504,1167.714,1176.099,0.001,,,,,,,
5065,321.2,1191.655,996.93,1016.953,1017.546,1018.309,1026.664,1059.334,2340.049,17075.004,0.001,,,,,,,
5070,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5075,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5080,20.2,1125.716,1000.014,1117.397,1127.975,1145.09,1177.983,1259.346,1260.528,1269.785,0.001,,,,,,,
5085,274.2,1064.922,999.765,1016.744,1017.507,1026.244,1109.915,1200.486,3393.677,3410.136,0.001,,,,,,,
5090,331.4,1093.521,999.619,1016.629,1017.387,1018.059,1026.512,1068.153,1143.407,8595.657,0.001,,,,,,,
5095,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5100,339.4,1058.986,999.262,1016.702,1017.343,1018.093,1026.466,1058.889,1154.816,5403.638,0.001,,,,,,,
5105,273.8,1038.093,999.529,1016.914,1017.555,1018.463,1057.972,1143.075,1743.461,1746.202,0.001,,,,,,,
5110,48.2,3342.637,999.778,1016.558,1017.196,1024.776,1109.881,35974.007,35975.286,35983.912,0,,,,,,,
5115,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5125,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5130,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5135,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5140,0.4,2311.32,2311.302,2311.302,2311.338,2311.338,2311.338,2311.338,2311.338,2311.338,0,,,,,,,
5145,143.8,1100.861,999.784,1016.681,1017.471,1018.392,1159.948,1885.373,2577.993,2578.123,0.001,,,,,,,
5150,184,1088.311,999.921,1016.787,1017.504,1018.373,1059.28,1128.71,4375.777,4394.653,0.001,,,,,,,
5155,563.6,1027.454,999.217,1016.587,1017.338,1018.213,1026.9,1060.108,1276.798,1836.316,0.001,,,,,,,
5160,700.8,1022.423,998.79,1016.548,1017.223,1017.988,1026.063,1034.921,1226.932,1300.853,0.001,,,,,,,
5165,619.6,1025.436,999.208,1019.956,1021.582,1024.643,1036.807,1062.428,1123.43,1180.112,0.001,,,,,,,
5170,708.8,1022.093,991.294,1018.7,1019.8,1021.321,1028.302,1033.668,1113.344,1146.733,0.001,,,,,,,
5175,680,1115.483,999.4,1018.084,1019.116,1020.361,1030.068,1059.868,1093.809,20959.44,0.001,,,,,,,
5180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5185,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5195,27.2,1043.816,1000.396,1018.633,1019.733,1060.804,1102.181,1110.879,1113.238,1113.255,0.001,,,,,,,
5200,138.2,1336.33,999.239,1017.567,1018.396,1019.298,1027.934,1060.325,14682,14683.913,0.001,,,,,,,
5205,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5210,13.8,1114.36,1000.526,1094.521,1112.196,1144.671,1154.111,1211.992,1212.057,1212.057,0.001,,,,,,,
5215,359.8,1083.281,999.549,1017.596,1018.514,1020.856,1085.113,1142.188,1622.372,6323.151,0.001,,,,,,,
5220,12.4,1156.688,1001.178,1102.086,1161.698,1217.095,1250.941,1251.855,1251.881,1251.881,0.001,,,,,,,
5225,397.2,1039.659,996.378,1017.453,1018.21,1019.275,1060.192,1096.07,1505.915,2355.237,0.001,,,,,,,
5230,361.8,1043.499,999.116,1017.292,1018.074,1019.309,1061.652,1102.055,1210.404,2949.466,0.001,,,,,,,
5235,498.6,1031.718,999.085,1017.186,1017.949,1019.04,1051.69,1084.72,1574.366,1661.416,0.001,,,,,,,
5240,544.6,1029.399,999.478,1017.076,1017.828,1018.631,1027.687,1093.72,1421.447,1500.123,0.001,,,,,,,
5245,518,1030.081,999.117,1016.974,1017.701,1018.769,1060.421,1099.433,1412.564,1543.327,0.001,,,,,,,
5250,41.6,1629.966,999.836,1016.869,1017.601,1018.609,1027.714,8961.97,9012.321,9013.38,0.001,,,,,,,
5255,101.2,1056.539,999.625,1017.111,1018.421,1099.739,1143.443,1177.609,1211.983,1227.731,0.001,,,,,,,
5260,182,1549.267,999.466,1017.011,1017.62,1018.363,1026.248,1060.173,31674.805,31675.889,0.001,,,,,,,
5265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5275,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5280,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5285,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5290,296.8,1172.5,998.839,1016.755,1017.51,1018.309,1026.71,1100.441,13394.847,13463.528,0.001,,,,,,,
5295,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5300,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5305,284.2,1137.362,999.276,1016.997,1017.686,1019.173,1059.134,1100.451,10624.574,10693.078,0.001,,,,,,,
5310,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5315,20.8,1070.145,1000.218,1025.505,1092.751,1100.469,1134.023,1134.087,1134.401,1134.901,0.001,,,,,,,
5320,290,1219.794,999.43,1016.852,1017.496,1018.208,1026.11,1027.361,18491.407,19733.854,0.001,,,,,,,
5325,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5335,1.2,2642.424,2641.397,2642.589,2642.614,2642.669,2642.669,2642.669,2642.669,2642.669,0,,,,,,,
5340,18.4,1893.176,999.455,1826.297,1950.18,2075.466,2126.272,2618.795,2619.919,2619.919,0.001,,,,,,,
5345,15.4,2005.918,1000.431,1876.296,2059.915,2185.036,2442.477,2443.598,2443.662,2443.662,0,,,,,,,
5350,15.6,1968.26,999.926,1810.249,1878.196,1918.774,2717.857,2717.863,2717.899,2717.899,0.001,,,,,,,
5355,20.6,1794.277,1000.251,1734.815,1884.683,1910.456,1968.274,1976.656,1976.742,1976.747,0.001,,,,,,,
5360,17.8,1917.868,1000.107,1892.422,2009.778,2084.197,2159.386,2208.763,2209.092,2209.092,0.001,,,,,,,
5365,216.8,1317.059,999.307,1016.539,1017.172,1017.833,1025.984,1075.981,20630.343,21022.826,0.001,,,,,,,
5370,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5375,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5385,10.6,2022.827,1003.396,1593.313,2001.31,2576.545,2594.398,2594.425,2594.518,2594.518,0,,,,,,,
5390,15,1990.477,1001.168,1926.199,2093.272,2128.369,2283.822,2284.067,2284.973,2284.973,0.001,,,,,,,
5395,348,1045.297,999.195,1016.704,1017.327,1018.325,1053.663,1092.861,1251.16,3195.825,0.001,,,,,,,
5400,638.2,1024.818,999.171,1016.578,1017.219,1017.905,1026.231,1066.915,1184.897,1502.47,0.001,,,,,,,
5405,128,1359.868,999.339,1016.448,1017.176,1018.169,1026.699,1051.256,14669.111,14684.343,0.001,,,,,,,
5410,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5415,61.6,1028.264,999.947,1016.387,1017.176,1018.034,1065.012,1083.466,1218.36,1218.387,0.001,,,,,,,
5420,340.6,1085.134,996.05,1016.544,1017.162,1017.887,1026.093,1035.447,1109.798,8085.06,0.001,,,,,,,
5425,132.6,1021.044,999.627,1016.54,1017.141,1018.007,1026.207,1072.337,1085.037,1118.009,0.001,,,,,,,
5430,290.4,1055.464,999.198,1016.498,1017.195,1017.914,1026.614,1059.378,4208.37,4209.489,0.001,,,,,,,
5435,816.2,1018.895,996.863,1016.477,1017.122,1017.85,1025.807,1034.26,1085.255,1101.844,0.001,,,,,,,
5440,21.4,2298.405,1000.65,1016.414,1016.726,1017.839,9592.567,9594.547,9602.137,9611.852,0,,,,,,,
5445,146.4,1028.361,999.48,1016.351,1017.173,1018.395,1027.735,1133.398,1243.64,1362.603,0.001,,,,,,,
5450,592.4,1027.003,999.378,1016.606,1017.481,1022.475,1033.637,1107.906,1233.901,1277.697,0.001,,,,,,,
5455,509.6,1030.473,999.149,1020.303,1021.616,1027.503,1062.276,1081.29,1200.814,1256.947,0.001,,,,,,,
5460,660.6,1023.772,999.402,1018.876,1019.972,1021.703,1036.904,1063.83,1086.149,1144.062,0.001,,,,,,,
5465,252,1179.606,998.663,1018.304,1019.435,1020.898,1030.633,1059.965,13445.767,13543.268,0.001,,,,,,,
5470,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5475,83.6,1031.054,999.431,1018.274,1019.583,1022.92,1077.44,1117.642,1160.669,1161.824,0.001,,,,,,,
5480,45.4,1714.03,999.757,1017.969,1019.38,1020.388,1061.518,10849.263,10868.765,10877.033,0.001,,,,,,,
5485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5490,137.2,1114.108,999.681,1018.146,1019.118,1021.172,1052.5,1053.962,4974.674,4985.23,0.001,,,,,,,
5495,289.6,1054.699,999.671,1018.083,1019.335,1030.668,1145.097,1278.711,1479.603,1503.847,0.001,,,,,,,
5500,147.2,1454.346,999.45,1017.954,1019.005,1020.009,1030.066,1086.912,20896.304,20901.011,0.001,,,,,,,
5505,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5510,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5515,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5520,339.2,1044.801,999.17,1017.805,1018.789,1021.714,1060.576,1153.683,1553.571,2161.118,0.001,,,,,,,
5525,356.4,1058.217,999.686,1017.681,1018.564,1020.35,1084.27,1151.783,1835.26,3330.577,0.001,,,,,,,
5530,235.6,1036.608,999.299,1017.61,1018.471,1020.149,1076.361,1109.69,1523.04,1617.504,0.001,,,,,,,
5535,356.6,1047.016,997.067,1017.348,1018.132,1020.376,1053.083,1112.416,1527.169,2880.313,0.001,,,,,,,
5540,200.6,1224.157,999.415,1017.358,1018.322,1019.964,1035.682,1060.399,13616.955,13686.333,0.001,,,,,,,
5545,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5550,65.6,1030.505,1000.016,1017.41,1018.533,1035.186,1059.99,1111.993,1129.832,1131.066,0.001,,,,,,,
5555,185.4,1366.725,999.54,1017.053,1017.709,1018.489,1023.051,1045.154,21165.478,21225.757,0.001,,,,,,,
5560,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5565,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5575,260,1253.712,999.573,1017.13,1017.871,1018.615,1050.924,1094.917,19605.755,19766.283,0.001,,,,,,,
5580,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5585,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5590,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
